,First,Last,Nickname,Ht.,Wt.,Reach,Ht. (m),Wt. (kg),Reach. (cm),Stance,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.,W,L,D
794,Henrique,Da Silva Lopes,Montanha,"6' 3""",240 lbs.,--,1.91,109.09,,,"Mar08,1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0
795,Daermisi,Zhawupasi,,"5' 8""",135 lbs.,"68.0""",1.73,61.36,172.72,Switch,"Mar13,2000",1.24,51.0,2.75,34.0,6.19,75.0,64.0,2.1,7,1,0
796,Nicolas,Dalby,Danish Dynamite,"5' 11""",170 lbs.,"74.0""",1.8,77.27,187.96,Orthodox,"Nov16,1984",4.03,43.0,3.43,52.0,1.11,30.0,60.0,0.1,23,4,1
797,Paul,Daley,Semtex,"5' 9""",170 lbs.,"76.0""",1.75,77.27,193.04,Orthodox,"Feb21,1983",3.14,47.0,2.37,60.0,0.91,40.0,64.0,0.0,39,15,2
798,Dave,Dalgliesh,,"6' 2""",205 lbs.,--,1.88,93.18,,Orthodox,"Apr05,1978",0.0,0.0,1.85,50.0,0.0,0.0,0.0,0.0,30,19,2
799,Richard,Dalton,,"6' 1""",205 lbs.,--,1.85,93.18,,Orthodox,--,1.2,69.0,3.27,25.0,1.0,11.0,0.0,0.0,4,3,1
800,Aisling,Daly,Ais the Bash,"5' 2""",115 lbs.,"64.0""",1.57,52.27,162.56,Orthodox,"Dec24,1987",2.92,52.0,1.4,55.0,2.15,41.0,33.0,0.9,16,6,0
801,Marko,Damiani,,"6' 0""",170 lbs.,--,1.83,77.27,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
802,Leonardo,Damiani,Puppy,"5' 10""",170 lbs.,"69.0""",1.78,77.27,175.26,Orthodox,"Aug30,1990",1.67,23.0,4.17,37.0,0.0,0.0,50.0,0.0,10,3,1
803,Rodrigo,Damm,,"5' 7""",155 lbs.,"71.0""",1.7,70.45,180.34,Orthodox,"Feb03,1980",3.5,36.0,5.61,57.0,0.44,16.0,80.0,0.3,13,9,0
804,Carina,Damm,Beauty But the Beast,"5' 4""",135 lbs.,--,1.63,61.36,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,0
805,Batgerel,Danaa,Storm,"5' 7""",135 lbs.,"70.0""",1.7,61.36,177.8,Orthodox,"Jul04,1989",5.38,36.0,4.21,47.0,0.52,50.0,62.0,0.0,12,5,0
806,Cindy,Dandois,Battlecat,"5' 7""",135 lbs.,--,1.7,61.36,,Orthodox,"Oct26,1984",3.13,32.0,3.4,58.0,5.0,55.0,0.0,0.0,8,3,0
807,Peter,Danesoe,The Asian Viking,"5' 9""",125 lbs.,"68.0""",1.75,56.82,172.72,Orthodox,"Sep01,2000",4.98,54.0,7.02,37.0,0.0,0.0,62.0,0.0,6,3,0
808,Jarjis,Danho,Man Mountain,"6' 3""",265 lbs.,"74.0""",1.91,120.45,187.96,Orthodox,"Oct15,1983",3.38,50.0,5.25,49.0,0.51,16.0,100.0,0.0,7,1,1
809,Raymond,Daniels,,"6' 2""",185 lbs.,--,1.88,84.09,,Southpaw,--,0.0,0.0,2.61,38.0,0.0,0.0,33.0,3.0,0,1,0
810,Marques,Daniels,,--,155 lbs.,--,,70.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0
811,Alexandre,Dantas,Cafe,"6' 2""",238 lbs.,--,1.88,108.18,,Orthodox,"Mar01,1979",0.21,25.0,1.87,60.0,0.0,0.0,0.0,3.1,0,3,0
812,Eduardo,Dantas,Dudu,"5' 10""",135 lbs.,--,1.78,61.36,,,"Feb03,1989",3.33,60.0,3.0,60.0,4.0,23.0,100.0,0.0,20,4,0
813,Mac,Danzig,,"5' 8""",155 lbs.,"70.0""",1.73,70.45,177.8,Orthodox,"Jan02,1980",3.39,48.0,3.44,57.0,1.2,37.0,46.0,0.6,21,12,1
814,Karen,Darabedyan,,"5' 7""",155 lbs.,"68.0""",1.7,70.45,172.72,Orthodox,"Dec18,1986",3.43,51.0,2.62,67.0,2.14,75.0,0.0,0.0,13,6,0
815,Beneil,Dariush,,"5' 10""",155 lbs.,"72.0""",1.78,70.45,182.88,Southpaw,"May06,1989",3.78,48.0,2.65,57.0,1.9,34.0,80.0,0.9,22,6,1
816,Sean,Daugherty,,"6' 0""",175 lbs.,--,1.83,79.55,,,"Dec04,1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
817,Kyle,Daukaus,,"6' 3""",185 lbs.,"76.0""",1.91,84.09,193.04,Southpaw,"Feb27,1993",3.22,52.0,2.94,42.0,2.12,25.0,82.0,1.9,11,4,0
818,Chris,Daukaus,,"6' 3""",205 lbs.,"76.0""",1.91,93.18,193.04,Orthodox,"Sep25,1989",6.05,50.0,4.64,55.0,0.0,0.0,100.0,0.0,12,7,0
819,Brian,Davidson,,"5' 6""",145 lbs.,--,1.68,65.91,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,4,0
820,Rick,Davis,The Flying Squirrel,"5' 9""",155 lbs.,--,1.75,70.45,,Orthodox,--,3.09,50.0,6.19,64.0,0.0,0.0,0.0,0.0,3,1,1
821,Marcus,Davis,The Irish Hand Grenade,"5' 10""",170 lbs.,"70.0""",1.78,77.27,177.8,Southpaw,"Aug24,1973",2.72,39.0,2.79,65.0,1.6,48.0,47.0,1.4,22,11,0
822,LC,Davis,,"5' 8""",135 lbs.,"69.0""",1.73,61.36,175.26,Southpaw,"Oct28,1980",2.04,30.0,2.1,59.0,2.27,46.0,66.0,0.2,23,8,0
823,Phil,Davis,Mr. Wonderful,"6' 2""",205 lbs.,"79.0""",1.88,93.18,200.66,Orthodox,"Sep25,1984",2.85,34.0,1.33,72.0,2.99,38.0,72.0,0.6,17,4,0
824,Lemont,Davis,,"5' 8""",170 lbs.,--,1.73,77.27,,Orthodox,--,0.87,54.0,1.27,55.0,1.0,50.0,0.0,1.0,2,6,0
825,Mike,Davis,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0
826,Justin,Davis,Dangerous,"5' 11""",205 lbs.,--,1.8,93.18,,,"Apr01,1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,16,0
827,Alexis,Davis,,"5' 6""",135 lbs.,"68.0""",1.68,61.36,172.72,Orthodox,"Oct04,1984",4.63,49.0,4.45,54.0,0.95,44.0,34.0,0.7,21,11,0
828,Danny,Davis,,"6' 2""",170 lbs.,--,1.88,77.27,,,"Jul28,1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,11,1
829,Brandon,Davis,Killer B,"5' 10""",135 lbs.,"72.0""",1.78,61.36,182.88,Orthodox,"May08,1990",4.68,35.0,4.62,58.0,0.74,42.0,57.0,0.1,14,10,0
830,Mike,Davis,Beast Boy,"6' 0""",155 lbs.,"72.0""",1.83,70.45,182.88,Orthodox,"Oct07,1992",5.35,52.0,5.76,55.0,2.77,53.0,64.0,0.4,11,2,0
831,Hakeem,Dawodu,Mean,"5' 8""",145 lbs.,"73.0""",1.73,65.91,185.42,Orthodox,"Jul02,1991",5.45,50.0,3.37,56.0,0.0,0.0,65.0,0.0,13,4,1
832,Grant,Dawson,KGD,"5' 10""",155 lbs.,"72.0""",1.78,70.45,182.88,Switch,"Feb20,1994",2.97,51.0,2.27,45.0,3.68,36.0,40.0,1.5,20,2,1
833,Jason,Day,Dooms,"6' 0""",185 lbs.,"72.0""",1.83,84.09,182.88,Orthodox,"May19,1981",3.61,54.0,3.46,47.0,1.13,100.0,0.0,0.0,19,12,0
834,Martin,Day,The Spartan,"5' 10""",145 lbs.,"73.0""",1.78,65.91,185.42,Orthodox,"Nov10,1988",3.97,45.0,3.79,53.0,0.72,60.0,65.0,0.5,8,6,0
835,Angel,De Anda,The Dream,"5' 9""",225 lbs.,--,1.75,102.27,,Orthodox,"May28,1985",5.68,46.0,6.32,47.0,0.0,0.0,0.0,0.0,18,6,0
836,Yorgan,De Castro,The Mad Titan,"6' 0""",250 lbs.,"74.0""",1.83,113.64,187.96,Orthodox,"Dec19,1986",2.46,43.0,3.85,53.0,0.0,0.0,77.0,0.0,6,3,0
837,Geraldo,de Freitas,Spartan,"5' 7""",135 lbs.,"72.0""",1.7,61.36,182.88,Orthodox,"Sep30,1991",3.67,52.0,2.62,50.0,3.0,45.0,59.0,0.0,12,6,0
838,Philip,De Fries,,"6' 5""",250 lbs.,"79.0""",1.96,113.64,200.66,Orthodox,"Apr21,1986",2.3,47.0,3.0,37.0,3.29,42.0,100.0,0.6,12,6,0
839,Chris,de la Rocha,,"6' 3""",250 lbs.,"80.0""",1.91,113.64,203.2,Orthodox,"May15,1979",4.08,45.0,6.37,43.0,2.02,30.0,33.0,1.0,5,3,0
840,Montana,De La Rosa,,"5' 7""",125 lbs.,"68.0""",1.7,56.82,172.72,Orthodox,"Feb14,1995",2.7,36.0,3.21,44.0,1.71,31.0,64.0,0.8,12,9,1
841,Mark,De La Rosa,Bumblebee,"5' 6""",135 lbs.,"65.0""",1.68,61.36,165.1,Orthodox,"Aug31,1994",3.13,35.0,5.0,48.0,0.54,13.0,40.0,0.2,11,5,0
842,Mike,de la Torre,El Cucuy,"5' 11""",145 lbs.,"71.0""",1.8,65.91,180.34,Orthodox,"Sep22,1986",3.21,39.0,4.75,51.0,0.36,16.0,83.0,0.0,14,7,0
843,Rodrigo,de Lima,Monstro,"5' 7""",155 lbs.,--,1.7,70.45,,Orthodox,"Mar12,1991",1.29,33.0,5.5,32.0,2.66,36.0,0.0,1.3,8,3,1
844,Edilberto,de Oliveira,Crocota,"6' 0""",170 lbs.,--,1.83,77.27,,Orthodox,"Nov22,1982",4.12,32.0,6.79,61.0,0.0,0.0,0.0,0.0,29,15,2
845,Johil,de Oliveira,,"5' 6""",170 lbs.,--,1.68,77.27,,Orthodox,--,0.51,34.0,0.73,58.0,1.1,50.0,44.0,0.6,17,15,1
846,Jorge,de Oliveira,Blade,"5' 8""",155 lbs.,--,1.73,70.45,,Orthodox,"Jan22,1980",1.26,31.0,4.84,48.0,0.0,0.0,22.0,0.0,9,2,0
847,Isabela,de Padua,Belinha,"5' 3""",125 lbs.,"64.0""",1.6,56.82,162.56,Orthodox,"Sep04,1991",1.0,35.0,2.07,50.0,2.0,66.0,0.0,1.0,5,2,0
848,Gloria,de Paula,Glorinha,"5' 5""",115 lbs.,"67.0""",1.65,52.27,170.18,Orthodox,"Jun10,1995",4.89,53.0,3.77,66.0,0.74,37.0,65.0,0.5,6,5,0
849,Germaine,de Randamie,The Iron Lady,"5' 9""",135 lbs.,"71.0""",1.75,61.36,180.34,Orthodox,"Apr24,1984",2.72,46.0,2.14,65.0,0.0,0.0,69.0,0.4,10,4,0
850,Crezio,de Souza,,--,170 lbs.,--,,77.27,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
851,Carl,Deaton,The Anishinaabe Kid,"5' 7""",155 lbs.,"69.0""",1.7,70.45,175.26,Orthodox,"Nov24,1989",1.53,31.0,1.85,61.0,0.0,0.0,50.0,0.0,17,7,0
852,Tom,DeBlass,,"6' 0""",185 lbs.,--,1.83,84.09,,Orthodox,"May14,1982",1.5,35.0,4.43,37.0,1.0,50.0,28.0,0.5,9,2,0
853,Issac,DeJesus,,--,145 lbs.,--,,65.91,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,7,1
854,Rafael,Del Real,,"5' 11""",225 lbs.,--,1.8,102.27,,,--,5.58,40.0,0.0,0.0,20.93,100.0,100.0,0.0,6,20,0
855,Shane,del Rosario,,"6' 4""",250 lbs.,--,1.93,113.64,,Southpaw,"Sep23,1983",3.93,60.0,2.97,54.0,1.2,40.0,16.0,2.4,11,2,0
856,Wallen,Del Rosario,,"5' 4""",125 lbs.,"67.0""",1.63,56.82,170.18,Orthodox,"Mar18,1993",1.4,32.0,4.73,40.0,1.0,16.0,100.0,0.0,8,2,0
857,Humberto,DeLeon,,--,135 lbs.,--,,61.36,,,"Nov12,1989",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,0
858,Rolando,Delgado,Roli,"6' 3""",155 lbs.,"77.0""",1.91,70.45,195.58,Orthodox,"Nov22,1981",1.56,40.0,1.83,62.0,1.17,22.0,0.0,3.5,11,6,1
859,Israel,Delgado,,"5' 10""",155 lbs.,--,1.78,70.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
860,Ante,Delija,Walking Trouble,"6' 4""",245 lbs.,--,1.93,111.36,,Orthodox,"Aug07,1990",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,3,0
861,Jack,Della Maddalena,,"5' 11""",170 lbs.,"73.0""",1.8,77.27,185.42,Switch,"Sep10,1996",6.74,53.0,4.27,66.0,0.21,16.0,70.0,0.2,17,2,0
862,Roland,Delorme,,"5' 9""",135 lbs.,"71.0""",1.75,61.36,180.34,Orthodox,"Dec18,1983",2.28,44.0,4.32,40.0,2.51,34.0,42.0,1.6,9,5,0
863,Jon,Delos Reyes,The Heat,"5' 6""",125 lbs.,"67.0""",1.68,56.82,170.18,Orthodox,"Aug19,1987",2.99,38.0,4.14,51.0,3.2,83.0,55.0,1.9,8,5,0
864,Jason,DeLucia,,"5' 11""",190 lbs.,--,1.8,86.36,,Southpaw,"Jul24,1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,21,1
865,Justin,DeMoney,,--,170 lbs.,--,,77.27,,,"Jul01,1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,7,1
866,Vanessa,Demopoulos,Lil Monster,"5' 2""",115 lbs.,"59.0""",1.57,52.27,149.86,Orthodox,"Sep22,1988",3.44,43.0,5.06,43.0,0.49,13.0,30.0,0.7,10,5,0
867,Chris,Dempsey,,"5' 10""",185 lbs.,"72.0""",1.78,84.09,182.88,Orthodox,"Sep08,1987",2.25,32.0,2.82,65.0,2.64,23.0,16.0,0.0,11,5,0
868,Nick,Denis,The Ninja of Love,"5' 7""",135 lbs.,--,1.7,61.36,,Orthodox,"Oct11,1983",6.54,53.0,5.42,36.0,2.8,100.0,80.0,0.0,11,3,0
869,Thomas,Denny,The Wildman,"5' 10""",170 lbs.,--,1.78,77.27,,Orthodox,"Apr19,1971",2.36,45.0,4.69,40.0,1.48,17.0,42.0,1.5,27,21,1
870,Robert,Densley,The Wrecker,"5' 9""",155 lbs.,--,1.75,70.45,,,--,1.81,47.0,0.4,60.0,0.0,0.0,50.0,0.0,9,10,0
871,Jason,Dent,Dynamite,"5' 10""",155 lbs.,"71.0""",1.78,70.45,180.34,Orthodox,"Jun12,1980",2.01,39.0,3.7,62.0,0.0,0.0,26.0,1.4,22,13,0
872,Mackenzie,Dern,,"5' 4""",115 lbs.,"63.0""",1.63,52.27,160.02,Orthodox,"Mar24,1993",3.31,40.0,4.09,51.0,0.79,15.0,28.0,1.3,13,5,0
873,Booker,DeRousse,,"6' 2""",205 lbs.,--,1.88,93.18,,,"Mar23,1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0
874,Tony,DeSouza,,"6' 0""",170 lbs.,"70.0""",1.83,77.27,177.8,Southpaw,"Jul26,1974",1.12,52.0,1.57,41.0,2.25,42.0,40.0,1.5,11,4,0
875,Robelis,Despaigne,The Big Boy,"6' 7""",265 lbs.,"84.0""",2.01,120.45,213.36,Orthodox,"Sep09,1988",23.33,77.0,6.67,60.0,0.0,0.0,0.0,0.0,5,0,0
876,Cory,Devela,The One,"5' 0""",185 lbs.,--,1.52,84.09,,Orthodox,--,4.07,41.0,4.0,47.0,1.07,12.0,62.0,0.0,16,7,0
877,John,Devine,,--,--,--,,,,,--,1.52,18.0,2.28,57.0,0.0,0.0,0.0,0.0,6,4,0
878,Edwin,DeWees,Babyface,"6' 1""",185 lbs.,--,1.85,84.09,,Orthodox,"Aug07,1982",1.53,33.0,6.19,39.0,2.18,66.0,0.0,3.3,38,17,0
879,Alessio,Di Chirico,Manzo,"6' 0""",185 lbs.,"74.0""",1.83,84.09,187.96,Orthodox,"Dec12,1989",3.32,39.0,3.44,61.0,1.46,39.0,83.0,0.0,13,7,0
880,Micol,Di Segni,,"5' 3""",115 lbs.,"60.0""",1.6,52.27,152.4,Orthodox,"Dec29,1987",7.47,40.0,5.87,33.0,0.0,0.0,37.0,0.0,7,3,0
881,Cyrille,Diabate,The Snake,"6' 6""",205 lbs.,"81.0""",1.98,93.18,205.74,Southpaw,"Oct06,1973",4.06,71.0,1.78,60.0,1.17,83.0,53.0,0.2,19,10,1
882,Thomas,Diagne,,"6' 1""",154 lbs.,--,1.85,70.0,,,"Sep03,1983",4.53,48.0,4.53,63.0,2.0,100.0,66.0,0.0,6,6,1
883,Marc,Diakiese,Bonecrusher,"5' 10""",155 lbs.,"73.0""",1.78,70.45,185.42,Orthodox,"Mar16,1993",2.54,40.0,2.64,52.0,3.29,43.0,66.0,0.0,17,7,0
884,Tyler,Diamond,,"5' 7""",145 lbs.,"69.0""",1.7,65.91,175.26,Orthodox,"Mar18,1991",3.4,47.0,2.53,44.0,3.0,75.0,70.0,0.0,9,1,0
885,Blood,Diamond,,"5' 11""",170 lbs.,"76.0""",1.8,77.27,193.04,Switch,"Jul10,1988",3.12,55.0,2.17,48.0,0.0,0.0,73.0,0.0,3,3,0
886,Eldo Xavier,Dias,,"5' 11""",180 lbs.,--,1.8,81.82,,,"Jul16,1964",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
887,Rafael,Dias,,"5' 9""",145 lbs.,--,1.75,65.91,,Orthodox,"Oct20,1979",1.13,27.0,2.19,60.0,3.17,47.0,100.0,1.2,17,12,2
888,Hacran,Dias,Barnabe,"5' 8""",155 lbs.,"69.0""",1.73,70.45,175.26,Orthodox,"Jun16,1984",2.08,41.0,3.31,55.0,2.5,39.0,76.0,0.5,23,6,1
889,Victor,Dias,Crazy Horse,"5' 6""",125 lbs.,"69.0""",1.68,56.82,175.26,Orthodox,"Dec26,1990",2.87,44.0,5.8,55.0,5.0,41.0,0.0,0.0,11,3,0
890,Nick,Diaz,,"6' 1""",170 lbs.,"76.0""",1.85,77.27,193.04,Southpaw,"Aug02,1983",5.71,42.0,3.84,59.0,1.28,32.0,60.0,1.0,26,10,0
891,Nate,Diaz,,"6' 0""",170 lbs.,"76.0""",1.83,77.27,193.04,Southpaw,"Apr16,1985",4.57,45.0,3.77,52.0,1.05,30.0,41.0,1.3,22,13,0
892,Michael,Diaz,,--,260 lbs.,--,,118.18,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
893,Ryan,Diaz,,--,145 lbs.,--,,65.91,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,14,0
894,Adrian,Diaz,,"5' 10""",145 lbs.,--,1.78,65.91,,Southpaw,"Apr26,1988",0.48,42.0,3.84,51.0,2.4,50.0,0.0,0.0,11,4,1
895,Ozzy,Diaz,,"6' 4""",185 lbs.,"79.0""",1.93,84.09,200.66,Orthodox,"Nov22,1990",1.65,32.0,3.91,44.0,0.0,0.0,0.0,0.0,7,2,0
896,Mark,Dickman,Tricky,"5' 9""",145 lbs.,--,1.75,65.91,,,"Jul19,1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0
897,Josh,Diekmann,The Freight Train,"5' 4""",246 lbs.,--,1.63,111.82,,,"Oct09,1976",0.28,5.0,8.17,25.0,0.0,0.0,0.0,0.0,15,8,0
898,Kyle,Dietz,,"5' 8""",135 lbs.,--,1.73,61.36,,Orthodox,"Apr29,1986",1.82,45.0,2.08,62.0,0.0,0.0,0.0,0.0,5,2,0
899,Seth,Dikun,,"5' 10""",135 lbs.,"69.0""",1.78,61.36,175.26,Orthodox,"Aug05,1980",1.45,26.0,2.18,55.0,0.0,0.0,45.0,0.9,9,8,0
900,TJ,Dillashaw,,"5' 6""",135 lbs.,"67.0""",1.68,61.36,170.18,Orthodox,"Feb07,1986",5.09,41.0,3.47,62.0,1.56,30.0,77.0,0.8,18,5,0
901,Ralph,Dillon,Rage,"6' 2""",205 lbs.,--,1.88,93.18,,Orthodox,--,0.34,14.0,0.69,60.0,0.0,0.0,0.0,0.0,0,2,1
902,Drew,Dimanlig,,--,185 lbs.,--,,84.09,,,--,3.7,73.0,3.17,20.0,0.0,0.0,0.0,0.0,3,4,0
903,Rodolfo Marques,Diniz,,"5' 6""",135 lbs.,--,1.68,61.36,,,"Jan23,1984",1.08,32.0,2.36,33.0,0.0,0.0,50.0,1.8,23,9,1
904,Jhonata,Diniz,,"6' 4""",254 lbs.,"79.0""",1.93,115.45,200.66,Orthodox,"Jun23,1991",7.69,42.0,7.38,36.0,0.0,0.0,100.0,0.0,6,0,0
905,Helio,Dipp,,"6' 5""",185 lbs.,--,1.96,84.09,,Orthodox,--,0.6,25.0,1.8,62.0,0.0,0.0,50.0,0.0,6,3,0
906,Rico,DiSciullo,,"5' 8""",135 lbs.,--,1.73,61.36,,Orthodox,"Oct12,1986",1.71,33.0,4.41,56.0,0.0,0.0,0.0,0.0,9,2,0
907,Matt,Dixon,Magic,"5' 10""",170 lbs.,"75.0""",1.78,77.27,190.5,Switch,"Oct09,1995",1.97,43.0,4.56,37.0,3.06,30.0,0.0,0.0,9,1,0
908,John,Dixson,Big John,"6' 0""",275 lbs.,--,1.83,125.0,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,22,0
909,Anthony,Do,,"5' 4""",125 lbs.,--,1.63,56.82,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0
910,Russell,Doane,,"5' 7""",135 lbs.,"70.0""",1.7,61.36,177.8,Orthodox,"Aug13,1986",1.75,40.0,1.68,53.0,2.11,45.0,52.0,0.8,15,8,0
911,Drew,Dober,,"5' 8""",155 lbs.,"70.0""",1.73,70.45,177.8,Southpaw,"Oct19,1988",4.34,40.0,4.23,51.0,0.71,18.0,56.0,0.1,27,13,0
912,Shana,Dobson,Danger,"5' 6""",125 lbs.,"69.0""",1.68,56.82,175.26,Orthodox,"Mar30,1989",3.34,37.0,5.2,50.0,0.84,50.0,14.0,0.0,4,5,0
913,AJ,Dobson,,"6' 1""",185 lbs.,"76.0""",1.85,84.09,193.04,Orthodox,"Jan18,1992",4.29,46.0,5.31,46.0,1.67,75.0,65.0,0.3,7,3,0
914,David,Dodd,,"6' 2""",200 lbs.,--,1.88,90.91,,Orthodox,"Sep22,1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7,0
915,John,Dodson,The Magician,"5' 3""",135 lbs.,"66.0""",1.6,61.36,167.64,Orthodox,"Sep26,1984",3.2,40.0,3.58,61.0,0.71,28.0,82.0,0.0,22,12,0
916,Joe,Doerksen,El Dirte,"6' 0""",185 lbs.,"75.0""",1.83,84.09,190.5,Orthodox,"Oct09,1977",1.43,42.0,2.79,50.0,2.02,33.0,33.0,2.3,51,16,0
917,Mike,Dolce,Skull Cracker,"5' 11""",185 lbs.,--,1.8,84.09,,,"Apr15,1976",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10,0
918,Roman,Dolidze,,"6' 2""",185 lbs.,"76.0""",1.88,84.09,193.04,Orthodox,"Jul15,1988",2.62,39.0,3.36,51.0,1.3,40.0,33.0,1.3,12,3,0
919,Cameron,Dollar,,"5' 11""",155 lbs.,--,1.8,70.45,,Orthodox,"May12,1987",5.04,38.0,2.94,61.0,0.0,0.0,0.0,0.0,11,5,0
920,CB,Dollaway,The Doberman,"6' 2""",185 lbs.,"76.0""",1.88,84.09,193.04,Orthodox,"Aug10,1983",2.65,47.0,2.58,54.0,3.55,54.0,62.0,1.2,17,9,0
921,Dennis,Dombrow,,--,145 lbs.,--,,65.91,,,"Mar17,1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,0
922,OJ,Dominguez,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
923,John,Donaldson,J.T.,"5' 8""",145 lbs.,--,1.73,65.91,,,"Jul09,1992",1.21,23.0,4.22,51.0,0.0,0.0,0.0,0.0,2,2,0
924,Cody,Donovan,Donnybrook,"6' 3""",205 lbs.,"74.0""",1.91,93.18,187.96,Orthodox,"Feb20,1981",5.61,59.0,5.44,45.0,1.67,28.0,0.0,1.7,8,5,0
925,Houston,Dorr,,"6' 1""",210 lbs.,--,1.85,95.45,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
926,Rafael,Dos Anjos,,"5' 8""",155 lbs.,"70.0""",1.73,70.45,177.8,Southpaw,"Oct26,1984",3.48,47.0,3.21,60.0,1.95,35.0,55.0,0.6,32,16,0
927,Junior,Dos Santos,Cigano,"6' 4""",238 lbs.,"77.0""",1.93,108.18,195.58,Orthodox,"Jan30,1984",4.49,47.0,3.33,56.0,0.3,50.0,81.0,0.1,21,9,0
928,Geronimo,dos Santos,Mondragon,"6' 3""",264 lbs.,--,1.91,120.0,,Orthodox,"Aug17,1980",1.09,33.0,8.73,41.0,0.0,0.0,33.0,0.0,39,19,0
929,Antonio,Dos Santos,Junior Alpha,"5' 10""",185 lbs.,--,1.78,84.09,,Orthodox,"Jul21,1988",5.4,51.0,3.94,43.0,0.0,0.0,100.0,0.0,6,4,0
930,Anderson,Dos Santos,Berinja,"5' 5""",135 lbs.,"70.0""",1.65,61.36,177.8,Orthodox,"Jul24,1985",2.7,25.0,5.37,49.0,0.98,14.0,66.0,0.7,21,9,0
931,Acacio,Dos Santos,Pequeno,"6' 4""",205 lbs.,"79.0""",1.93,93.18,200.66,Orthodox,"Sep29,1991",1.27,41.0,1.4,43.0,0.0,0.0,31.0,0.0,14,5,0
932,Felipe,dos Santos,Lipe Detona,"5' 7""",125 lbs.,"70.0""",1.7,56.82,177.8,Orthodox,"Sep11,2000",4.53,34.0,5.07,40.0,0.0,0.0,16.0,0.5,8,1,0
933,Tiago,dos Santos e Silva,Trator,"5' 9""",145 lbs.,"70.0""",1.75,65.91,177.8,Orthodox,"Apr12,1987",3.69,35.0,4.23,59.0,0.63,11.0,33.0,0.3,20,7,2
934,Oleksandr,Doskalchuk,,"5' 6""",125 lbs.,--,1.68,56.82,,Southpaw,"Mar13,1990",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,0
935,David,Douglas,Tarzan,"5' 11""",155 lbs.,--,1.8,70.45,,,"Aug16,1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,7,0
936,Damion,Douglas,,--,170 lbs.,--,,77.27,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0
937,Cedric,Doumbe,,"5' 10""",170 lbs.,--,1.78,77.27,,,"Aug13,1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0
938,John,Dowdy,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
939,Jordan,Dowdy,,--,170 lbs.,--,,77.27,,,--,2.11,44.0,2.63,50.0,0.0,0.0,0.0,0.0,4,3,0
940,Danny,Downes,,"6' 0""",155 lbs.,"72.0""",1.83,70.45,182.88,Orthodox,"Apr08,1986",1.66,34.0,3.53,37.0,0.0,0.0,37.0,0.5,8,3,0
941,Derek,Downey,,"6' 1""",185 lbs.,--,1.85,84.09,,Orthodox,"Apr27,1980",0.32,100.0,3.36,12.0,2.4,16.0,0.0,0.0,11,4,0
